property_name,link,society,price,area,areaWithType,bedRoom,bathroom,balcony,additionalRoom,address,floorNum,facing,agePossession,nearbyLocations,description,furnishDetails,features,rating,property_id
"3 BHK Flat in Hosa Road, Bangalore",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sobha-silicon-oasis-hosa-road-bangalore-south-1535-sqft-spid-R90371962,Sobha Silicon Oasis,2.15 Crore,"₹14,007 /sqft",Built-up area: 1535 (142.61 sq.m.),3 Bedrooms,3 Bathrooms,1 Balcony,"Pooja Room,Study Room","Hosa Road, Bangalore",4th   of 21 Floors,East,1 to 5 Year Old,"['Kempegowda Airport', 'Springleaf Hospital', 'VIBGYOR High School', 'PES University', 'Karmelaram, Railway Station', 'M5 Ecity Mall', 'Aqua Tunnel Show', 'ASC Golf Course', 'NH4', 'The Oterra Hotel', 'Jayanagar Station', 'HCL Technologies Ltd.', 'M.Chinnaswamy Stadium']",Sobha silicon oasis 3bhk 3t 1520sft east facing as per the vastu complaint semi furnished premium flat facing towards garden available for immediate sale for more information please contact us,"['7 Wardrobe', 'Fan', '3 Geyser', '1 Stove', 'Light', '1 Chimney', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']",[],"['Construction4 out of 5', 'Amenities4.2 out of 5', 'Management4.2 out of 5', 'Connectivity4 out of 5', 'Green Area4.1 out of 5']",R90371962
"3 BHK Flat in Yelahanka, Bangalore",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-yelahanka-bangalore-north-1520-sqft-spid-W90171862,affinity gardenia,98.8 Lac,"₹6,500 /sqft",Carpet area: 1520 (141.21 sq.m.),3 Bedrooms,2 Bathrooms,1 Balcony,Others,"Yelahanka, Bangalore",Ground of 5 Floors,North,0 to 1 Year Old,"['Ganesha Shrine', 'Shri Anjaneya shrine', 'Krishnadevaraya Hospital And Research Centre', 'CyteCare', 'Brains Hospital', 'Ganga ENT Clinic', 'Om Shakthi Hospital', 'Saranalaya Hospital', 'Royal Kempegowda Convention Center', 'Bus Station Puttanahalli', 'Hotel Annalakshmi Pure Veg', 'New Udupi Park', '3 Peg Bar and Restaurant', 'Nitte Meenakshi Institute of Technology', 'Ryan International School', 'B.M.S. Institute of Technology and Management', 'Cricket Field', 'Basketball Court', 'LAWNTENNIS COURT', 'Football Ground']","The new constructed flat in attur for sale. Occupies a carpet area of 1520 sq.Ft. That consists of 3 bedrooms, 2 bathrooms and 1 balcony. The residential building has 5 floors in total and the flat for sale is located on the ground floor. This is a ready to move project and the property is 0-1 year old.","['2 Wardrobe', 'Light', 'No AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking']","['Connectivity4.3 out of 5', 'Lifestyle4.3 out of 5', 'Safety4.1 out of 5', 'Green Area4.2 out of 5']",W90171862
"3 BHK Flat in Ananth Nagar Phase 2, Electronic City",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ananth-nagar-phase-2-bangalore-south-1410-sqft-spid-P89263537,sai define,72.5 Lac,"₹5,142 /sqft",Super Built-up area 1410(130.99 sq.m.)Carpet area: 1000 sqft (92.9 sq.m.),3 Bedrooms,2 Bathrooms,2 Balconies,,"Ananth Nagar Phase 2, Electronic City",2nd   of 4 Floors,North,0 to 1 Year Old,"['Hebbagodi metro station', 'Bommasandra metro station', 'Shri Chappara Vinaayaka Devara Gudi', 'Ganapathi Temple', 'Ebenzerer Chirch', 'Temple', 'Axis bank ATM', 'Canara bank ATM', 'Yashaayu Multi Speciality Ayurveda and Panchakarma Centre', 'JJ Hospitals', 'Elite Canals Dental Clinic', 'Sri Sai Clinic', 'Kottakkal Arya Vaidya Shaala', 'Pet Vet Shop', 'Anjaneya Homeo Care', 'Goverment Veterinary Clinic', 'Vimalaya Hospital', 'Bhumika Hospital', 'Svasthir Care Centre', 'Sri Sudhindra Sabhangana', 'Apollo Pharmacy', 'SLV Medical and Chemist', 'Priyadarshini Petrol Gas Station', 'Indian Oil', 'Cqtholic syrian bank', 'South indian bank', 'Meat and Eat', 'Sweet Revenge', 'KFC', 'Hotel Prashanth', 'Thirumala bar', 'Cafe Coffee Day', 'Time Traveler sai Vishram Electronic', 'Thali', 'Ritz Electronic City', 'Royal South Restaurant', 'Sunshine', 'On The Rock Electronic City', 'Urban Herbivore', 'Narayana Veg Treat', 'Varvathi', 'Hotel Food Zone', 'New Punjabi Foodcorner', 'Ebenezer International School Bangalore', 'BTL Institute of Technology', 'Jiffy Cable and Datacom', 'Moog Controls India Private Limited', 'Infosys Office', 'Tessolve']","This residential flat is north-Facing direction. Containing 3 bedroom(s), 2 bathrooms and 2 balconies, this flat is spread over a super built up area of 1410 sq.Ft. This flat lies on the 2nd level of a 4 storey building. This is a ready to move project and the property is 0-1 year old. The well built ceramic flooring enhances the aesthetic appeal of this flat. Many of the modern amenities being offered, like lift(s), will provide a pleasant living experience for you. Borewell/tank provides a regular supply of water to this residential project.",[],"['Vaastu Compliant', 'Security / Fire Alarm', 'Lift(s)', 'Water Storage']","['Connectivity4.3 out of 5', 'Lifestyle4.3 out of 5', 'Safety4 out of 5', 'Green Area4.1 out of 5']",P89263537
"3 BHK Flat in Ananth Nagar Phase 2, Electronic City",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ananth-nagar-phase-2-bangalore-south-1425-sqft-spid-L89268117,sai Define,73 Lac,"₹5,123 /sqft",Super Built-up area 1425(132.39 sq.m.)Carpet area: 1000 sqft (92.9 sq.m.),3 Bedrooms,2 Bathrooms,2 Balconies,,"Ananth Nagar Phase 2, Electronic City",2nd   of 4 Floors,,0 to 1 Year Old,"['Hebbagodi metro station', 'Bommasandra metro station', 'Shri Chappara Vinaayaka Devara Gudi', 'Ganapathi Temple', 'Ebenzerer Chirch', 'Temple', 'Axis bank ATM', 'Canara bank ATM', 'Yashaayu Multi Speciality Ayurveda and Panchakarma Centre', 'JJ Hospitals', 'Elite Canals Dental Clinic', 'Sri Sai Clinic', 'Kottakkal Arya Vaidya Shaala', 'Pet Vet Shop', 'Anjaneya Homeo Care', 'Goverment Veterinary Clinic', 'Vimalaya Hospital', 'Bhumika Hospital', 'Svasthir Care Centre', 'Sri Sudhindra Sabhangana', 'Apollo Pharmacy', 'SLV Medical and Chemist', 'Priyadarshini Petrol Gas Station', 'Indian Oil', 'Cqtholic syrian bank', 'South indian bank', 'Meat and Eat', 'Sweet Revenge', 'KFC', 'Hotel Prashanth', 'Thirumala bar', 'Cafe Coffee Day', 'Time Traveler sai Vishram Electronic', 'Thali', 'Ritz Electronic City', 'Sunshine', 'Royal South Restaurant', 'On The Rock Electronic City', 'Urban Herbivore', 'Narayana Veg Treat', 'Hotel Food Zone', 'Varvathi', 'New Punjabi Foodcorner', 'Ebenezer International School Bangalore', 'BTL Institute of Technology', 'Jiffy Cable and Datacom', 'Moog Controls India Private Limited', 'Infosys Office', 'Tessolve']","Containing 3 bedroom(s), 2 bathrooms and 2 balconies, this flat is spread over a super built up area of 1425 sq.Ft. The flat has a total of 4 floors and this property is situated on 2nd floor. This 0-1 year old property is available for immediate possession as the project is ready to move. The floor of this flat is beautifully designed using ceramic flooring, giving the flat an alluring look. The society is well equipped with many modern amenities, including lift(s), fitness centre / gym, club house and security guard.",[],"['Security / Fire Alarm', 'Vaastu Compliant', 'Lift(s)', 'High Ceiling Height', 'Water Storage', 'Piped-gas', 'Security Guard', 'Low Density Society', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house']","['Connectivity4.3 out of 5', 'Lifestyle4.3 out of 5', 'Safety4 out of 5', 'Green Area4.1 out of 5']",L89268117
"2 BHK Flat in Singasandra, Hosur Road",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-tvs-emerald-jardin-singasandra-bangalore-south-945-sqft-spid-G89734888,TVS Emerald Jardin,1.2 Crore,"₹12,698 /sqft",Carpet area: 945 (87.79 sq.m.),2 Bedrooms,2 Bathrooms,1 Balcony,,"Singasandra, Hosur Road",6th   of 18 Floors,West,0 to 1 Year Old,"['Hosa Road Metro Station', 'Nexus Mall Koramangala', 'Chennekothapalli Road', 'Relic International School', 'Dayananda Sagar University', 'Hospitec Multispeciality Hospital', 'Kempegowda International Airport', 'Karmelaram Railway Station', 'JP Software Park', 'The Leela Palace Bengaluru', 'ASC Golf Course', 'Atal Bihari Vajpayee Stadium']","This property faces the west direction. Constructed on a carpet area of 945 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 1 balcony. This flat is situated on the 6th floor of this 18 floors tall residential building. An added advantage of this 0-1 year old flat is that it is available for immediate possession as the project is already ready to move. The vitrified flooring of this flat is beautifully designed and helps to give it a pleasing look. Proximity to landmarks like close to metro station makes this an ideal property for families.",[],[],"['Connectivity4.3 out of 5', 'Lifestyle4.1 out of 5', 'Safety4 out of 5', 'Green Area4 out of 5']",G89734888
"3 BHK Flat in Infantry Road, Bangalore",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-infantry-road-bangalore-central-2112-sqft-spid-Z90168040,EZZY Central INF,3.16 Crore,"₹14,962 /sqft",Super Built-up area 2112(196.21 sq.m.)Built-up area: 1986 sqft (184.51 sq.m.)Carpet area: 1689 sqft (156.91 sq.m.),3 Bedrooms,3 Bathrooms,2 Balconies,,"Close To Metro Station, Infantry Road, Bangalore",3rd   of 4 Floors,East,0 to 1 Year Old,"['Gem Plaza', 'Infantry Road Furniture Market', 'Chai', 'Masjid-e-Beoparian', 'Nagareswara Kanyaka Paramesgwari Temple', 'Dbs ATM', 'Punjab national bank ATM', 'Corporation bank ATM', 'Anand Diagnostic Laboratory', 'Vagh Eye Centre', 'CGHS Dispensary No.1', 'Bangalore Piles Clinic', 'Vysya Choultry', 'Mahaveer Ayur & Homoeo', 'Balaji Vaidyasala', 'J S Homoeo House', 'Union bank of india', 'Amanath co-op bank ltd', 'Karnataka state co-operative apex bank ltd', 'Indian overseas bank', 'Corporation bank', 'KFC', 'house', 'Samarkhand', 'Burger King', 'Shiv Sagar', 'Impering', 'Sagar Chats', 'Chai Point', 'The Grand Taj', 'Cafe Coffe Day', 'K V Canteen', 'Hotel Vinitha', 'Hotel Metropole', ""Woody's"", ""Woody's"", 'Taj Hotel', 'Hotel Empire', 'Sreeraj Lassi Bar', 'Hotel barbies', 'ABK Software Services Ltd', 'Copyright', 'LeGrand', 'VFS Global Services', 'Vivo', 'Navya Technologies Pvt Ltd', 'Elloid Animations', 'Schoolcity Learning India Pvt Ltd', 'IANT', 'SpotOn Logistics']","The flat is facing the east direction. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and 2 balconies. All in all, the flat is spread over a super built up area of 2112 sq.Ft. The flat has a total of 4 floors and this property is situated on 3rd floor. Being a ready to move project, you can expect immediate possession of this 0-1 year old property. The beautifully designed ceramic flooring enhances the beauty of the flat. The society complex is in the close vicinity of close to metro station, making it an ideal home for a relaxed lifestyle.",[],"['Vaastu Compliant', 'Corner Property', 'Centrally Air Conditioned', 'Separate entry for servant room', 'Piped-gas']",[],90168040
"2 BHK Flat in Chokkanahalli, Near Thanisandra, Bangalore",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-bhartiya-city-nikoo-homes-phase-2-chokkanahalli-bangalore-north-1034-sqft-spid-L88296566,Bhartiya City Nikoo Homes Phase 2,1.2 Crore,"₹11,605 /sqft",Super Built-up area 1034(96.06 sq.m.)Built-up area: 1000 sqft (92.9 sq.m.)Carpet area: 900 sqft (83.61 sq.m.),2 Bedrooms,2 Bathrooms,1 Balcony,"Others,Pooja Room","Chokkanahalli, Near Thanisandra, Bangalore",5th   of 33 Floors,North,0 to 1 Year Old,"['Bhartiya Mall Of Bengaluru', 'United International School', 'Star Medcity Speciality Hospital', 'REVA University', 'Yelahanka Junction', 'Goraguntepalya Metro Station', 'Kempegowda International Airport']",2bhk for sale in nikoo homes ii at reasonable price,[],"['Power Back-up', 'Vaastu Compliant', 'Piped-gas']","['Construction4.5 out of 5', 'Amenities4.5 out of 5', 'Management4.4 out of 5', 'Connectivity4.3 out of 5', 'Green Area4.5 out of 5']",L88296566
"2 BHK Flat in Huskur, Near Hoskote, Bangalore",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sbr-keerthiprime-huskur-bangalore-east-1260-sq-ft-spid-Q89896504,SBR Keerthiprime,1.12 Crore,"₹8,889 /sqft",Super Built-up area 1260(117.06 sq.m.)Carpet area: 950 sqft (88.26 sq.m.),2 Bedrooms,2 Bathrooms,2 Balconies,Study Room,"Huskur, Near Hoskote, Bangalore",2nd   of 9 Floors,West,0 to 1 Year Old,"['Park Square Mall', 'NH 75', 'Star Public School', 'Garden City University-Campus', 'Dasegowda Health Center', 'Kempegowda International Airport', 'Whitefield Railway Station', 'ITPL Buliding', 'The Zuri Whitefield, Bengaluru', 'Sky Zone Bengaluru', 'Prestige Augusta Golf Village', 'Bhattarahalli Indoor Stadium']","Ready apartment in the highway, opposite to the mall not old also just 10month old with all facilities.",[],[],[],Q89896504
"4 BHK Flat in Chokkanahalli, Near Thanisandra, Bangalore",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-bhartiya-city-nikoo-homes-4-chokkanahalli-bangalore-north-2488-sq-ft-spid-R88684954,Bhartiya City Nikoo Homes 4,3.2 Crore,"₹12,862 /sqft",Super Built-up area 2488(231.14 sq.m.)Built-up area: 2000 sqft (185.81 sq.m.)Carpet area: 1900 sqft (176.52 sq.m.),4 Bedrooms,4 Bathrooms,1 Balcony,"Study Room,Pooja Room","Chokkanahalli, Near Thanisandra, Bangalore",16th   of 34 Floors,East,5 to 10 Year Old,"['Chaman Bhartiya School', 'Bhartiya Mall of Bengaluru', 'BCIT', 'Thanisandra Main Road', 'The Leela Bhartiya City', 'Regal Kidney & Multi Specialty Hospital', 'REVA University', 'Bangalore Golfing Group', 'Yelahanka Junction', 'Kempegowda International Airport']",It's 4bhk with mad room proper vastu,"['4 Wardrobe', 'Fan', '1 Exhaust Fan', '2 Geyser', 'Light', '1 Chimney', '1 Curtains', 'No AC', 'No Bed', 'No Dining Table', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",[],"['Connectivity4 out of 5', 'Lifestyle3.7 out of 5', 'Safety3.6 out of 5', 'Green Area3.4 out of 5']",R88684954
"3 BHK Flat in Sarjapur Road, Bangalore",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sjr-palazza-city-sarjapur-road-bangalore-east-1550-sqft-spid-C89845174,SJR Palazza City,2.25 Crore,"₹14,516 /sqft",Super Built-up area 1550(144 sq.m.),3 Bedrooms,2 Bathrooms,2 Balconies,,"Sarjapur Road, Bangalore",5th   of 19 Floors,West,1 to 5 Year Old,"['Centro Mall', 'National Highway 44', 'National Public School', 'Bangalore Technological Institute', 'SPARSH Hospital', 'Kempegowda International Airport', 'Bengaluru City Junction', 'ASC Golf Course']",Main road good amenities and high rise,"['3 Wardrobe', 'Fan', 'Light', 'No AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Vaastu Compliant']","['Construction3.5 out of 5', 'Amenities3.5 out of 5', 'Management3.4 out of 5', 'Connectivity3.5 out of 5', 'Green Area3.6 out of 5']",C89845174
"3 BHK Flat in Electronics City Phase 1, Bangalore",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-electronics-city-phase-1-bangalore-south-1494-sqft-spid-B89391681,habulus meadows,82 Lac,"₹5,489 /sqft",Super Built-up area 1494(138.8 sq.m.)Built-up area: 1400 sqft (130.06 sq.m.)Carpet area: 1200 sqft (111.48 sq.m.),3 Bedrooms,2 Bathrooms,2 Balconies,Others,"001, Electronics City Phase 1, Bangalore",3rd   of 5 Floors,West,0 to 1 Year Old,"['Punjab national bank ATM', 'Icici ATM', 'Kvb ATM', 'Karnataka bank ATM', 'Citibank ATM', 'Corporation bank ATM', 'Shree Vinayaka Multispeciality Centre', 'E-City Family Dental Centre', 'Wipro First Aid Clinic', 'Srujana Hospital', 'Clinic', 'Dietician Priyanka Khandelwal', 'The Dental Square Multispeciality Clinic', 'Balaji Medical', 'Trust Medicals', 'Wipro EC Bus Stand', 'Vijaya bank', 'Icici bank', 'Hdfc bank', 'State bank of india', 'Karnataka bank', 'Idbi bank', ""Papa John's"", 'Barista', 'She Brews', 'Eat And Meet', 'New Green Leaf Restaurant', 'Mama-G', ""Mamaji's"", 'Oasis Bar and Restuarant', 'Moritz restaurant', 'Sandesh Sweets and Chats', 'Punjabi Dhaba', 'Andhra Mess', 'Bombay Kulfi', 'Kerala Mess', 'Cafe Neeladri', 'Mast Kalandar', 'Burger King', 'Dominos', 'Kritunga', 'Sky Bar', 'KFC', 'Greens bar and restaurant', 'EC1 Canteen', 'Pot Biryani', 'Soul Indian Speciality Svenska', 'Foodware', 'Just books library', 'Wipro isd library']","The flat is west-Facing. The floor plan additionally contains 3 bedroom(s), 2 bathrooms and 2 balconies. All in all, the flat is spread over a super built up area of 1494 sq.Ft. The flat has a total of 5 floors and this property is situated on 3rd floor. An added advantage of this 0-1 year old flat is that it is available for immediate possession as the project is already ready to move. The flat comes well built with vitrified flooring options. An uninterrupted supply of clean water provides a hassle-Free experience for the residents.",[],[],"['Connectivity4.3 out of 5', 'Lifestyle4.4 out of 5', 'Safety4.2 out of 5', 'Green Area4.2 out of 5']",B89391681
"3 BHK Flat in Sarjapur Road, Bangalore",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sjr-palazza-city-sarjapur-road-bangalore-east-1657-sqft-spid-D89843186,SJR Palazza City,2.65 Crore,"₹15,993 /sqft",Super Built-up area 1657(153.94 sq.m.),3 Bedrooms,3 Bathrooms,1 Balcony,Study Room,"Sarjapur Road, Bangalore",8th   of 19 Floors,East,1 to 5 Year Old,"['Centro Mall', 'National Highway 44', 'National Public School', 'Bangalore Technological Institute', 'SPARSH Hospital', 'Kempegowda International Airport', 'Bengaluru City Junction', 'ASC Golf Course']",High rise main road property club house,"['2 Wardrobe', 'Fan', 'Light', '2 AC', '2 TV', 'No Bed', 'No Chimney', 'No Dining Table', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Vaastu Compliant']","['Construction3.5 out of 5', 'Amenities3.5 out of 5', 'Management3.4 out of 5', 'Connectivity3.5 out of 5', 'Green Area3.6 out of 5']",89843186
